state,fips,state_abb,year,violentcrimerate_ce,propcrimerate_ce,pctblack,pcthisp,medinc,age,dieseltax,gastax,state_abbrev,fatal,fatal_occupant,fatal_non_occupant,vmt_rural,vmt_urban,vmt_total,rate_occupant,rate_non_occupant,speed65,speed70,mlda21,bac8,secondary,primary,rearsecondary,mv_registrations,rural_miles,urban_miles,rate,secondary_primary,unemprate,automobiles,buses,trucks,total,motorcycle,urban_den,rural_den,adj_primary,adj_secondary_primary,ln_pctblack,ln_pcthisp,ln_medinc,ln_age,ln_gastax,ln_violentcrimerate,ln_propcrimerate,ln_unemprate,ln_ruralvmt,ln_urbanvmt,ln_ruralden,ln_urbanden,adj_occrate,adj_nonoccrate,ln_adjocrat,ln_adjnonocrat
idaho,16,ID,1988,.417,37.382,.33157974,4.7997351,13966,32.907261,18,18,ID,257,240,17,5602,2525,8127,29.531193,2.0917928,1,0,1,0,1,0,0,940178,58267,2396,,0,6.191666666666666,560085,3584,397262,960931,44554,233.75835,9.6123877,0,0,-1.103887,1.5685607,9.5443811,3.4936934,2.8903718,-.87466908,3.6211894,1.8232043,8.6308794,7.8339963,2.2630527,5.454288,.029531192,.0020917929,-3.5223081,-6.1697335
illinois,17,IL,1988,3.5979998,48.104,14.386864,7.1563935,18669,34.44566,15.5,13,IL,1837,1527,310,24638,53845,78483,19.456442,3.9498999,1,0,1,0,1,0,0,7864935,103929,31577,,0,6.741666666666666,6116016,18030,1730889,7864935,243735,193.68579,58.848022,0,0,2.6663156,1.9680061,9.8346195,3.5393829,2.5649493,1.2803781,3.8733654,1.9083072,10.112045,10.893865,4.0749583,5.2662373,.019456442,.0039498997,-3.9395771,-5.5340652
indiana,18,IN,1988,1.2640001,37.700001,7.5175924,1.6659718,15646,34.478649,16,15,IN,1099,979,120,28512,22612,51124,19.149519,2.3472342,1,0,1,0,1,0,0,4169246,73848,17740,,0,5.175000000000001,2940933,20750,1207563,4169246,104532,165.77977,39.824139,0,0,2.017246,.51040858,9.6579704,3.5403402,2.7080503,.23428135,3.6296601,1.6438394,10.25808,10.026236,3.6844733,5.1106601,.01914952,.0023472342,-3.9554777,-6.0545177
iowa,19,IA,1988,.57300001,38.198002,1.584224,1.0609773,15446,35.955845,20.5,18,IA,557,506,51,14000,7907,21907,23.097639,2.328023,1,0,1,0,0,1,0,2567746,103780,8708,,0,4.641666666666667,1740101,8753,819250,2568104,193700,199.82787,16.76721,1,0,.46009469,.059190501,9.6451054,3.5822916,2.8903718,-.55686957,3.6427832,1.5350735,9.546813,8.9755039,2.8194251,5.2974563,.02309764,.0023280228,-3.7680249,-6.062736
kansas,20,KS,1988,1.206,45.146999,5.5851331,3.4161162,16533,34.843761,13,11,KS,483,448,35,11996,9165,21161,21.171022,1.6539861,1,0,1,0,1,0,0,2209913,124068,8897,,0,4.491666666666666,1453278,3764,752871,2209913,78474,163.34473,11.71356,0,0,1.7201083,1.2285043,9.7131138,3.550874,2.3978953,.18730907,3.8099239,1.5022238,9.3923283,9.123147,2.4607472,5.0958629,.021171022,.0016539861,-3.8551219,-6.4045672
kentucky,21,KY,1988,1.029,28.047001,6.948699,.60297036,13743,34.547043,12,15,KY,838,756,82,18571,13043,31614,23.913456,2.5937877,1,0,1,0,0,0,0,2795077,62251,7597,,0,7.449999999999999,1918974,9792,866386,2795152,35366,252.59628,30.826397,0,0,1.9385544,-.50588721,9.528285,3.5423219,2.7080503,.0285875,3.3338816,2.008214,9.8293562,9.4760065,3.4283714,5.5317926,.023913456,.0025937876,-3.733314,-5.9546361
louisiana,22,LA,1988,2.5910001,50.432999,29.961914,2.1927536,13263,32.516678,16,16,LA,925,776,149,17186,17496,34682,22.37472,4.2961769,1,0,1,0,1,0,0,2937549,46155,12267,,0,10.59166666666667,2022327,19605,895617,2937549,38532,164.85913,43.81599,0,0,3.3999271,.7851581,9.492734,3.4817531,2.7725887,.95204395,3.9206457,2.3600676,9.7518501,9.7697277,3.7799988,5.1050916,.022374719,.0042961771,-3.7998235,-5.4500299
maine,23,ME,1988,.47499999,34.202999,.38514999,.51399988,16013,35.242485,19,16,ME,256,220,36,8338,3063,11401,19.296553,3.1576178,1,0,1,1,0,0,0,941273,19553,2413,,0,3.683333333333334,627598,2806,306886,937290,40930,260.09033,32.097275,0,0,-.95412242,-.66553223,9.6811562,3.5622523,2.7725887,-.7444405,3.5323133,1.3038181,9.0285788,8.0271502,3.4687712,5.561029,.019296553,.0031576178,-3.9478288,-5.7579374
maryland,24,MD,1988,3.4809999,48.979,24.049089,2.3495688,20769,34.180954,18.5,18.5,MD,781,627,154,12765,24733,37498,16.720892,4.1068859,0,0,1,0,1,0,0,3468247,16214,12019,,0,4.175000000000001,2717667,10972,739708,3468347,58248,226.11424,167.61237,0,0,3.1800971,.85423183,9.9412165,3.5316687,2.9177706,1.2473196,3.8913918,1.4291143,9.4544621,10.115893,5.121654,5.4210405,.016720893,.0041068858,-4.0910964,-5.4950905
massachusetts,25,MA,1988,2.118,43.713001,5.0262346,4.1228991,21358,35.656681,11,11,MA,725,572,153,7832,35502,43334,13.199797,3.530715,0,0,1,0,0,0,0,3818312,13200,20609,,0,3.308333333333334,3145487,11034,661891,3818412,61631,152.62686,238.29446,0,0,1.6146711,1.4165566,9.969182,3.5739365,2.3978953,.75047225,3.7776456,1.1964445,8.9659729,10.477345,5.4735069,5.0279961,.013199797,.0035307149,-4.3275537,-5.646255
michigan,26,MI,1988,3.214,53.426998,13.363901,1.9989355,17089,34.076481,15,15,MI,1708,1422,286,30767,47132,77899,18.254406,3.6714206,1,0,1,0,1,0,0,7141491,90899,26996,,0,7.566666666666666,5211438,22517,1907536,7141491,212355,193.04482,57.33218,0,0,2.5925572,.69261479,9.7461901,3.5286074,2.7080503,1.1675162,3.9783163,2.0237527,10.334198,10.760708,4.048862,5.2629223,.018254407,.0036714205,-4.0033488,-5.6071768
minnesota,27,MN,1988,1.286,40.247002,1.9768428,1.0887957,17556,34.233021,20,20,MN,612,526,86,17124,19323,36447,14.431915,2.3595905,1,0,1,0,1,0,0,3210357,115694,13950,,0,4.316666666666666,2255783,13978,941496,3211257,123271,161.70488,19.497839,0,0,.68150103,.08507219,9.7731514,3.5331907,2.9957323,.25153664,3.6950355,1.4624835,9.7482367,9.869051,2.9703035,5.085773,.014431915,.0023595905,-4.2383132,-6.0492673
mississippi,28,MS,1988,1.22,32.675999,34.570007,.66031462,11744,33.306267,17,17,MS,722,632,90,14837,7206,22043,28.671234,4.0829287,1,0,1,0,0,0,0,1786859,64912,7257,,0,8.550000000000001,1225472,8340,553047,1786859,24812,168.86757,18.878975,0,0,3.5429864,-.41503885,9.3710976,3.5057456,2.8332133,.19885089,3.4866409,2.1459312,9.6048794,8.8826694,2.9380488,5.1291146,.028671235,.0040829289,-3.551861,-5.5009408
missouri,29,MO,1988,2.0539999,42.922001,10.387666,1.1242702,16162,35.353157,11,11.03,MO,1103,996,107,21885,23685,45570,21.856485,2.3480361,1,0,1,0,1,0,0,3794442,104502,15386,,0,5.7,2688959,11581,1093902,3794442,65869,174.7666,25.731173,0,0,2.3406191,.11713412,9.6904182,3.5653877,2.4006188,.71978909,3.7593846,1.7404661,9.993557,10.072598,3.2477033,5.1634512,.021856485,.002348036,-3.8232577,-6.0541759
montana,30,MT,1988,.41999999,41.439999,.28066683,1.3921705,13356,34.41452,20,20,MT,198,178,20,6095,2043,8138,21.872696,2.4576063,1,0,1,0,1,0,0,722554,69211,2260,,0,6.633333333333333,394359,1939,326256,722554,26126,174.49513,5.6979237,0,0,-1.270587,.33086407,9.4997206,3.5384786,2.9957323,-.8675006,3.7242465,1.8921075,8.7152243,7.6221747,1.7401018,5.1618967,.021872696,.0024576064,-3.8225162,-6.0085673
nebraska,31,NE,1988,.83699995,38.667999,3.3990405,2.1303711,16371,34.937527,18.3,18.3,NE,261,234,27,8483,4924,13407,17.453569,2.0138733,1,0,1,0,0,0,0,1328232,87552,4943,,0,3.441666666666667,876110,4725,447997,1328832,28662,177.24257,10.006739,0,0,1.2234932,.75629616,9.7032671,3.5535614,2.9069011,-.17793126,3.6550124,1.2359558,9.0458193,8.5018768,2.3032587,5.1775193,.01745357,.0020138733,-4.0482111,-6.2076955
nevada,32,NV,1988,3.7550001,56.724998,6.2715569,9.3486452,18458,34.08662,20,18,NV,286,234,52,3888,5101,8989,26.031816,5.7848482,1,0,1,0,1,0,0,808303,41780,3053,,0,5.241666666666666,547383,1753,271167,820303,18438,179.29349,13.101556,0,0,1.8360246,2.2352314,9.8232536,3.5289049,2.8903718,1.3230883,4.0382152,1.6566395,8.2656498,8.5371923,2.572731,5.189024,.026031816,.0057848482,-3.6484358,-5.152513
new hampshire,33,NH,1988,.48599997,31.861,.59855014,.90986651,19696,34.154476,14,14,NH,166,152,14,5894,3681,9575,15.874674,1.462141,1,0,1,0,0,0,0,928114,12309,2402,,0,2.375,655453,1640,235210,892303,37857,272.87802,53.249897,0,0,-.51324499,-.09445738,9.8881712,3.5308936,2.6390574,-.72154671,3.4613826,.86499745,8.6816902,8.2109394,3.9749959,5.609025,.015874675,.0014621411,-4.1430302,-6.5278535
new jersey,34,NJ,1988,2.842,47.125,13.067823,8.7050714,22120,35.848553,13.5,10.5,NJ,1051,793,258,10836,47835,58671,13.516047,4.3974023,0,0,1,0,1,0,0,5737952,11764,22433,,0,3.75,4723259,17427,997266,5737952,89073,210.54959,401.5011,0,0,2.570153,2.1639059,10.004237,3.5793033,2.3513753,1.044508,3.8528037,1.3217559,9.2906294,10.775513,5.9952102,5.3497214,.013516047,.0043974025,-4.3038778,-5.4267411
new mexico,35,NM,1988,1.53,59.480999,2.0141435,37.174183,13689,32.378155,16,14,NM,487,396,91,9312,5971,15283,25.911142,5.9543285,1,0,1,0,0,1,0,1266560,49331,4607,,0,7.591666666666666,779835,3416,483309,1266560,37494,169.27176,15.808214,1,0,.700194,3.6156144,9.5243483,3.477484,2.6390574,.42526773,4.0856571,2.0270512,9.1390591,8.6946697,2.7605298,5.1315055,.025911143,.0059543285,-3.6530821,-5.1236367
new york,36,NY,1988,5.875,52.119999,16.065989,11.335416,20827,35.495205,10,8,NY,2256,1632,624,30157,73535,103692,15.738919,6.0178218,0,0,1,0,0,1,0,9837608,73071,37542,,0,4.233333333333333,8127939,28045,1682324,9838308,218508,216.50256,111.23344,1,0,2.7767045,2.427932,9.944006,3.5693977,2.0794415,1.7707061,3.9535487,1.4429897,10.314173,11.205517,4.7116313,5.3776026,.015738919,.0060178218,-4.1516185,-5.11303
north carolina,37,NC,1988,1.4450001,43.604,21.481913,1.0829087,15522,34.607361,15.7,15.7,NC,1573,1321,252,31809,26134,57943,22.798267,4.3491015,1,0,1,0,0,1,0,5022628,75242,18571,,0,3.700000000000001,3596846,33580,1392202,5022628,58305,193.68079,47.803699,1,0,3.0672114,.079650708,9.6500139,3.5440664,2.7536607,.36810935,3.7751489,1.3083328,10.367504,10.170993,3.8671031,5.2662115,.022798268,.0043491013,-3.7810707,-5.4377861
north dakota,38,ND,1988,.21100001,26.688999,.51606357,.66664213,12920,34.290306,17,17,ND,104,91,13,4224,1541,5765,15.784909,2.254987,1,0,1,0,0,0,0,655084,84533,1778,,0,4.600000000000001,377464,2154,275516,655134,24038,212.29697,4.4652858,0,0,-.66152531,-.4055019,9.4665318,3.5348628,2.8332133,-1.5558971,3.2842515,1.5260563,8.3485374,7.3401871,1.4963332,5.357986,.01578491,.0022549869,-4.1487007,-6.0946112
ohio,39,OH,1988,2.0939999,41.931999,10.288308,1.2021468,16508,34.818932,14.8,14.8,OH,1748,1532,216,35023,46967,81990,18.685205,2.6344676,1,0,1,0,1,0,0,8612018,82112,31228,,0,6.016666666666667,6612973,33614,1965409,8611996,259451,211.76422,80.536011,0,0,2.3310082,.18410893,9.7116003,3.5501614,2.6946273,.73907602,3.7360492,1.7945334,10.46376,10.7572,4.3887043,5.3554735,.018685205,.0026344676,-3.9800231,-5.939074
oklahoma,40,OK,1988,1.502,51.546001,7.1312375,2.4553022,14405,34.629822,13,16,OK,638,567,71,16204,16184,32388,17.506483,2.1921699,1,0,1,0,1,0,0,2554018,99298,12105,,0,6.316666666666666,1596157,12724,945137,2554018,65585,131.85931,16.074413,0,0,1.9644848,.89824986,9.5753307,3.5447152,2.7725887,.40679753,3.9424746,1.8431916,9.6930132,9.6917782,2.7772288,4.8817353,.017506484,.0021921699,-4.0451841,-6.1228633
oregon,41,OR,1988,2.3860002,65.129997,1.5531943,3.4790058,15969,35.41721,14,14,OR,677,594,83,13838,11366,25204,23.567688,3.293128,1,0,1,1,0,0,0,2315691,84900,8695,,0,5.733333333333333,1504354,9905,801432,2315691,73976,173.01369,17.719128,0,0,.44031364,1.2467465,9.6784048,3.5671978,2.6390574,.86961842,4.1763854,1.7462971,9.5351734,9.3383818,2.8746448,5.1533709,.023567688,.003293128,-3.7478786,-5.7159176
pennsylvania,42,PA,1988,1.6849999,28.143999,9.0244684,1.7392628,17150,36.609669,12,12,PA,1931,1632,299,36728,44510,81238,20.089121,3.6805437,0,0,1,0,1,0,0,7766029,88382,27702,,0,5.133333333333334,5838620,30355,1897054,7766029,187510,210.76529,66.061188,0,0,2.1999395,.55346137,9.749753,3.6003125,2.4849067,.52176553,3.3373342,1.6357552,10.511294,10.703469,4.1905813,5.3507452,.020089122,.0036805437,-3.9075768,-5.6046948
rhode island,44,RI,1988,1.498,48.077,3.9017208,3.8902421,18305,36.180233,15,15,RI,125,101,24,905,4948,5853,17.256107,4.1004615,0,0,1,0,0,0,0,670813,1468,4378,,0,2.941666666666667,549017,1536,120260,670813,24006,125.40361,373.98978,0,0,1.3614177,1.3584714,9.81493,3.5885129,2.7080503,.40413091,3.8728039,1.0789763,6.8079348,8.5067387,5.9242287,4.8315372,.017256107,.0041004615,-4.0595894,-5.4966559
south carolina,45,SC,1988,1.767,46.712002,29.214176,.87646723,14137,33.474415,15,15,SC,1031,900,131,20369,11390,31759,28.338425,4.124815,1,0,1,0,0,0,0,2413912,54375,9327,,0,4.633333333333332,1809288,13689,590935,2413912,31653,193.98392,33.274261,0,0,3.3746541,-.13185596,9.556551,3.5107815,2.7080503,.56928319,3.8440011,1.5332766,9.9217691,9.3404913,3.5047841,5.2677751,.028338425,.0041248151,-3.5635366,-5.4907341
south dakota,46,SD,1988,.42200002,24.673,.43862084,.66723812,13962,34.608196,18,18,SD,147,131,16,5099,1535,6634,19.746759,2.4118178,1,0,1,0,0,0,0,692632,71661,1759,,0,4.091666666666667,432209,2003,258420,692632,31490,245.71291,6.0313001,0,0,-.82411993,-.40460831,9.544095,3.5440905,2.8903718,-.86274993,3.2057095,1.4089524,8.5367994,7.3362856,1.7969626,5.5041637,.01974676,.0024118179,-3.9247658,-6.0273743
tennessee,47,TN,1988,2.277,39.367001,15.525043,.65771979,14857,34.940609,15,17,TN,1266,1133,133,21446,22747,44193,25.637545,3.0095265,1,0,1,0,1,0,0,4225490,68546,15092,,0,5.791666666666667,3030831,12814,1181845,4225490,59879,200.82368,44.216015,0,0,2.7424545,-.41897628,9.606226,3.5536497,2.8332133,.82285875,3.6729279,1.7564201,9.9732933,10.032188,3.7890871,5.3024273,.025637545,.0030095265,-3.6636975,-5.8059726
texas,48,TX,1988,2.947,73.651001,11.766527,23.998148,15494,32.23238,15,15,TX,3392,2837,555,53714,102744,156458,18.132662,3.5472779,1,0,1,0,0,1,0,12406213,216477,83967,,0,7.416666666666667,8181728,60075,4164410,12406213,211668,97.439804,37.794907,1,0,2.4652588,3.1779766,9.6482077,3.4729714,2.7080503,1.0807877,4.2993379,2.0037298,10.891429,11.539996,3.6321743,4.5792346,.018132662,.003547278,-4.0100403,-5.6415749
utah,49,UT,1988,.80500001,53.355,.66842765,4.6641135,13218,28.924532,19,19,UT,297,248,49,5071,8192,13263,18.698635,3.6944885,1,0,1,1,1,0,0,1159435,37554,5381,,0,4.958333333333333,749368,1155,408912,1159435,30181,139.26184,19.954412,0,0,-.40282711,1.5398978,9.4893351,3.3646901,2.9444389,-.216913,3.9769676,1.6010697,8.5312929,9.0109129,2.9934504,4.9363561,.018698635,.0036944884,-3.9793048,-5.600913
vermont,50,VT,1988,.41,40.981998,.31203985,.6161775,16328,34.202866,14,13,VT,129,121,8,4278,1275,5553,21.790024,1.4406627,1,0,1,0,0,0,0,452846,13111,978,,0,3.008333333333333,306256,1422,145168,452846,19227,313.1452,23.358706,0,0,-1.1646243,-.48422021,9.7006369,3.5323095,2.5649493,-.89159811,3.7131329,1.1013862,8.3612413,7.1507015,3.1509697,5.7466669,.021790024,.0014406628,-3.826303,-6.5426521
virginia,51,VA,1988,1.474,38.775002,18.515442,2.3312719,18870,33.92667,16,17.5,VA,1072,920,152,26584,30869,57453,16.013088,2.6456409,1,0,1,0,1,0,0,4670337,52047,14845,,0,3.908333333333333,3461360,16245,1192732,4670337,66679,233.16672,66.504509,0,0,2.9186051,.84641397,9.8453283,3.5242014,2.862201,.38797978,3.6577756,1.363111,10.188065,10.337507,4.1972699,5.4517536,.016013088,.0026456409,-4.1343489,-5.9348421
washington,53,WA,1988,2.0810001,66.466003,2.9505806,3.9018095,17613,34.198795,18,18,WA,778,669,109,15293,26520,41813,15.999808,2.6068447,1,0,1,0,1,0,0,3887314,65299,16247,,0,6.283333333333334,2733715,7640,1145959,3887314,131110,168.25967,41.864578,0,0,1.0820019,1.3614404,9.7763929,3.5321903,2.8903718,.73284858,4.1966906,1.8379006,9.6351509,10.185655,3.7344401,5.1255083,.015999809,.0026068448,-4.1351786,-5.9496145
west virginia,54,WV,1988,.57800001,21.073999,3.1298089,.49281478,12697,36.181797,15.35,15.35,WV,460,407,53,9996,3888,13884,29.314318,3.8173437,1,0,1,0,0,0,0,1286634,31599,2974,,0,9.941666666666668,822171,3772,460691,1286634,19520,276.45291,26.018892,0,0,1.1409719,-.70762187,9.4491215,3.5885561,2.7311156,-.54818141,3.0480399,2.2967346,9.20994,8.2656498,3.2588229,5.6220403,.029314317,.0038173436,-3.5296793,-5.5682006
wisconsin,55,WI,1988,.89999998,37.576,4.582552,1.7108537,16269,34.708618,20.9,20.9,WI,807,718,89,22418,20040,42458,16.91083,2.0961893,1,0,1,0,1,0,0,3901106,95365,14264,,0,4.383333333333334,2934122,12326,954658,3901106,193623,205.7012,30.767284,0,0,1.522256,.53699249,9.6970167,3.546988,3.0397491,-.10536055,3.6263657,1.4778094,10.017619,9.9054852,3.4264519,5.3264246,.016910829,.0020961892,-4.0798011,-6.1676345
wyoming,56,WY,1988,.41599998,36.530998,.76944518,5.4078197,15056,32.309196,8,8,WY,155,150,5,4331,1327,5658,26.511135,.88370448,1,0,1,0,0,0,0,481988,38612,1890,,0,6.433333333333334,244190,2366,235432,481988,20107,129.20107,6.3241997,0,0,-.26208556,1.6878461,9.6195316,3.4753518,2.0794415,-.87707007,3.5981612,1.8614928,8.3735533,7.1906762,1.8443835,4.8613696,.026511135,.00088370446,-3.6301904,-7.0313878
alabama,1,AL,1989,1.751,40.369999,24.668505,.61069036,14986,34.751316,14,13,AL,1029,929,100,21789,18976,40765,22.789158,2.4530847,1,0,1,0,0,0,0,3623204,73691,16844,,0,7,2597723,8370,1017111,3623204,46940,154.22246,35.251564,0,0,3.2055273,-.49316522,9.614872,3.5482175,2.5649493,.5601871,3.698087,1.9459101,9.9891605,9.8509302,3.56251,5.0383959,.022789158,.0024530848,-3.7814703,-6.0104089
alaska,2,AK,1989,1.285,42.821999,4.0686173,3.1002803,22133,28.598686,8,8,AK,84,71,13,2205,1682,3887,18.266014,3.3444817,0,0,1,0,0,0,0,363743,10462,1810,,0,7.100000000000001,191946,2118,219679,413743,8274,106.04752,18.34697,0,0,1.4033033,1.1314925,10.004825,3.3533609,2.0794415,.25075868,3.7570519,1.9600948,7.698483,7.4277387,2.9094644,4.663887,.018266015,.0033444818,-4.0027132,-5.7004437
arizona,4,AZ,1989,1.8189999,74.601997,3.0199268,17.771658,16803,34.133022,17,17,AZ,879,719,160,14659,20157,34816,20.651424,4.5955882,1,0,1,0,0,0,0,2775270,43919,13479,,0,5.241666666666666,1886862,4309,884099,2775270,81338,139.98531,42.962318,0,0,1.1052326,2.877605,9.7293129,3.5302653,2.8332133,.59828681,4.3121672,1.6566395,9.5928097,9.9113073,3.7603235,4.9415374,.020651424,.0045955884,-3.879971,-5.3826585
arkansas,5,AR,1989,1.5739999,40.82,15.491035,.80166745,13946,35.704277,12.7,13.7,AR,647,585,62,12988,7426,20414,28.656805,3.0371313,1,0,1,0,0,0,0,1433068,69466,7656,,0,7.041666666666667,948690,5262,479116,1433068,15142,123.91457,13.656897,0,0,2.7402616,-.22106141,9.5429478,3.5752704,2.6173959,.45362008,3.7091722,1.9518449,9.4717808,8.9127426,2.6142447,4.8195925,.028656805,.0030371314,-3.5523643,-5.7968416
california,6,CA,1989,3.839,57.858002,7.5594621,24.25852,20561,33.186214,9,9,CA,5412,4301,1111,52039,199443,251482,17.102615,4.4178114,1,0,1,0,1,0,0,21671133,91578,72720,,0,5.091666666666668,15338606,38854,6243373,21620833,643184,210.92693,167.49226,0,0,2.0228,3.1887679,9.9311514,3.5021346,2.1972246,1.3452119,4.057992,1.6276052,10.859749,12.203283,5.1209373,5.351512,.017102616,.0044178115,-4.0685239,-5.422111
colorado,8,CO,1989,1.3060001,55.68,4.0007315,12.38632,18930,33.199226,20.5,20,CO,527,457,70,11865,15712,27577,16.571781,2.5383472,1,0,1,0,1,0,0,3153838,66132,11229,,0,5.583333333333333,2148324,5515,999999,3153838,112305,191.31926,32.485394,0,0,1.3864772,2.5165927,9.8485031,3.5025265,2.9957323,.26696911,4.0196209,1.7197859,9.3813486,9.6621799,3.4807906,5.2539434,.016571781,.0025383472,-4.1000538,-5.9762421
connecticut,9,CT,1989,2.4819999,47.582001,8.1101999,5.980587,25659,35.984509,20,20,CT,406,333,73,6596,19587,26183,12.718176,2.7880685,0,0,1,0,0,1,0,2651143,9045,10869,,0,3.6,2144405,8812,497926,2651143,53196,197.29552,237.08182,1,0,2.0931225,1.7885187,10.15265,3.5830886,2.9957323,.90906465,3.8624547,1.2809339,8.794219,9.8826218,5.4684052,5.2847028,.012718176,.0027880685,-4.3647232,-5.8824062
delaware,10,DE,1989,2.2839999,43.088001,16.505854,2.2307413,20707,34.595287,16,16,DE,116,97,19,2900,3577,6477,14.976069,2.9334569,0,0,1,0,0,0,0,521591,3828,1589,,0,3.308333333333334,383684,1715,136192,521591,8664,241.46255,100.23093,0,0,2.803715,.80233395,9.9382267,3.5437174,2.7725887,.82592827,3.7632446,1.1964445,7.972466,8.1822796,4.6074767,5.4867144,.014976069,.0029334568,-4.2013016,-5.831574
district of columbia,11,DC,1989,11.858001,81.514999,66.311249,4.9867792,24276,35.543182,18,18,DC,72,41,31,0,3414,3414,12.009373,9.0802574,0,0,1,0,1,0,0,258934,0,1102,,0,4.808333333333334,232973,2781,23180,258934,2608,211.40926,0,0,0,4.1943598,1.6067903,10.097243,3.5707483,2.8903718,2.4730029,4.4007869,1.5703505,0,8.1356401,0,5.353796,.012009373,.0090802573,-4.4220676,-4.7016525
florida,12,FL,1989,4.6479998,76.950996,12.943731,11.562319,19081,38.283161,9.699999999999999,9.699999999999999,FL,2984,2239,745,31385,77492,108877,20.564489,6.8425837,1,0,1,0,1,0,0,11206904,59305,48650,,0,5.608333333333333,8416174,36247,2754483,11206904,203883,172.99432,141.91339,0,0,2.5606115,2.4477515,9.8564482,3.6450102,2.272126,1.5364369,4.3431687,1.7242535,10.354085,11.25793,4.9552169,5.1532588,.020564489,.0068425839,-3.8841896,-4.9845901
georgia,13,GA,1989,3.3270001,63.373001,26.504017,1.5837932,16942,33.017387,7.5,7.5,GA,1632,1394,238,31783,36286,68069,20.479219,3.4964521,1,0,1,0,1,0,0,5270487,87345,20665,,0,5.399999999999999,3790599,18696,1461192,5270487,72435,183.43088,43.398006,0,0,3.2772963,.45982271,9.7375507,3.4970343,2.0149031,1.2020711,4.1490378,1.686399,10.366687,10.499187,3.7704134,5.2118378,.020479219,.003496452,-3.8883445,-5.6560063
hawaii,15,HI,1989,1.3260001,60.002998,2.4483867,6.986537,20897,33.80275,11,11,HI,149,113,36,2445,5305,7750,14.580646,4.6451612,0,0,1,0,0,1,0,736393,2663,1419,,0,2.475,556304,4226,175863,736393,18427,392.03946,208.90125,1,0,.89542931,1.943985,9.947361,3.5205421,2.3978953,.28216696,4.0943947,.9062404,7.8018003,8.5764055,5.3418617,5.9713626,.014580646,.0046451613,-4.2280602,-5.3719292
idaho,16,ID,1989,.40900001,36.763,.3383109,4.9355907,15232,33.121159,18,18,ID,238,224,14,5739,2683,8422,26.597008,1.662313,1,0,1,0,1,0,0,1039045,58911,2406,,0,5.483333333333333,619003,3632,416410,1039045,43247,257.27472,10.507426,0,0,-1.0837899,1.5964724,9.6311541,3.5001724,2.8903718,-.89404011,3.6044919,1.7017132,8.6550398,7.894691,2.3520823,5.5501447,.026597008,.001662313,-3.6269565,-6.3995452
illinois,17,IL,1989,3.8039999,47.932999,14.419081,7.3631248,19888,34.568855,18.5,16,IL,1748,1437,311,25478,55819,81297,17.675928,3.8254795,1,0,1,0,1,0,0,8021695,103957,31921,,0,6.066666666666666,6080972,17680,1923043,8021695,225565,190.50067,58.495071,0,0,2.6685524,1.9964844,9.897872,3.5429533,2.7725887,1.3360531,3.8698041,1.8028094,10.145571,10.92987,4.0689425,5.2496557,.017675929,.0038254794,-4.0355515,-5.5660715
indiana,18,IN,1989,1.4,40.334999,7.5793395,1.6859142,16942,34.573708,16,15,IN,971,874,97,32090,24102,56192,15.553816,1.7262244,1,0,1,0,1,0,0,4322302,73941,17803,,0,4.716666666666667,3053387,21224,1247691,4322302,97136,171.50969,41.29491,0,0,2.0254261,.52230793,9.7375507,3.5430934,2.7080503,.33647221,3.6972196,1.5511023,10.3763,10.09005,3.7207394,5.14464,.015553816,.0017262244,-4.1634493,-6.3618188
iowa,19,IA,1989,.57099998,38.151001,1.6257927,1.0901971,16803,36.059605,22.5,20,IA,514,467,47,14505,8066,22571,20.690266,2.0823181,1,0,1,0,0,1,0,2583270,103778,8773,,0,4.300000000000001,1772062,9062,802146,2583270,182707,201.99043,17.075508,1,0,.48599553,.086358495,9.7293129,3.5851734,2.9957323,-.56036609,3.641552,1.4586151,9.5822487,8.9954128,2.8376451,5.3082204,.020690266,.0020823181,-3.8780918,-6.1742735
kansas,20,KS,1989,1.418,45.82,5.6149497,3.5268347,17433,34.876534,17,15,KS,428,392,36,12364,9549,21913,17.888924,1.6428604,1,0,1,0,1,0,0,1986647,124169,8987,,0,4.15,1304550,3760,678637,1986947,74947,145.15967,10.506246,0,0,1.7254326,1.2604008,9.76612,3.5518143,2.7080503,.34924743,3.8247206,1.4231083,9.4225445,9.1641912,2.35197,4.9778342,.017888924,.0016428604,-4.0235734,-6.4113164
kentucky,21,KY,1989,1.086,29.601999,6.97541,.58904636,14784,34.757877,12,15,KY,772,698,74,18826,13339,32165,21.700605,2.3006372,1,0,1,0,0,0,0,2843033,62098,7613,,0,6.341666666666668,1923188,9816,910029,2843033,34073,252.61894,30.970209,0,0,1.9423912,-.52925038,9.6013012,3.5484061,2.7080503,.082501188,3.3878419,1.8471416,9.8429937,9.4984474,3.4330258,5.5318823,.021700606,.0023006373,-3.830415,-6.0745692
louisiana,22,LA,1989,2.904,54.595001,30.120701,2.182066,14185,32.774193,16,16,LA,878,720,158,18153,17460,35613,20.217337,4.4365821,1,0,1,0,1,0,0,2976097,46277,12244,,0,7.858333333333333,2001942,19566,954589,2976097,34271,163.50392,43.259979,0,0,3.4052126,.78027213,9.5599403,3.4896414,2.7725887,1.0660892,3.9999423,2.0615745,9.806591,9.7676678,3.7672279,5.096837,.020217337,.0044365819,-3.9012148,-5.417871
