state,fips,state_abb,year,violentcrimerate_ce,propcrimerate_ce,pctblack,pcthisp,medinc,age,dieseltax,gastax,state_abbrev,fatal,fatal_occupant,fatal_non_occupant,vmt_rural,vmt_urban,vmt_total,rate_occupant,rate_non_occupant,speed65,speed70,mlda21,bac8,secondary,primary,rearsecondary,mv_registrations,rural_miles,urban_miles,rate,secondary_primary,unemprate,automobiles,buses,trucks,total,motorcycle,urban_den,rural_den,adj_primary,adj_secondary_primary,ln_pctblack,ln_pcthisp,ln_medinc,ln_age,ln_gastax,ln_violentcrimerate,ln_propcrimerate,ln_unemprate,ln_ruralvmt,ln_urbanvmt,ln_ruralden,ln_urbanden,adj_occrate,adj_nonoccrate,ln_adjocrat,ln_adjnonocrat
mississippi,28,MS,2015,1.2552079,28.335751,37.640438,3.0275588,35470,37.607235,18.4,18.4,MS,677,609,68,22160.225496005,17730.136983385,39890.363,15.266845,1.7046723,0,1,1,1,1,1,0,2068853,63911.72,12864.81,.796,1,6.483333333333333,847173,8049,1185302,2040524,28329,65.851967,13.255363,0,1,3.6280789,1.1077566,10.476442,3.6271966,2.9123507,.22730121,3.3441243,1.8692348,10.006054,9.783021,2.5844021,4.1874094,.015266845,.0017046724,-4.1820717,-6.3743825
missouri,29,MO,2015,1.5502151,28.542301,11.811118,3.9889648,43334,38.716434,17,17,MO,870,757,113,29443.857342055,42473.661243985,71917.516,10.525948,1.5712445,0,1,1,1,1,0,0,5624005,107164.813,24383.758,.799,0,5.108333333333333,2273098,16885,3116291,5406274,217731,93.221809,21.211235,0,0,2.4690413,1.3835317,10.676693,3.6562641,2.8332133,.43839371,3.3513873,1.6308732,10.29024,10.656639,3.0545311,4.5349817,.010525947,.0015712444,-4.5539117,-6.4558873
montana,30,MT,2015,.7677049,26.235565,.54716694,3.5956547,44066,39.666653,28.5,27.75,MT,224,208,16,8528.759044895,3816.312218974999,12345.071,16.848829,1.2960638,1,0,1,1,1,0,0,1645227,70821.647,4185.751999999999,.77,0,4.291666666666666,435930,4584,1007283,1447797,197430,104.14616,6.1553216,0,0,-.6030013,1.2797261,10.693444,3.6805108,3.3232358,-.26434985,3.2671158,1.4566752,9.051199,8.2470398,1.817317,4.6457953,.016848829,.0012960638,-4.0834742,-6.6484237
nebraska,31,NE,2015,1.0173031,22.410728,4.978703,10.386621,50887,37.439941,26.1,26.1,NE,246,222,24,11383.0627618,8717.89585205,20100.959,11.04425,1.1939728,0,1,1,1,1,0,0,1981296,87335.02900000001,7146.174,.796,0,2.983333333333333,732856,3945,1188560,1925361,55935,102.55222,8.3913183,0,0,1.6051694,2.3405185,10.837363,3.6227381,3.2619352,.017155115,3.1095397,1.0930413,9.3398819,9.0731335,2.1271977,4.630372,.01104425,.0011939728,-4.5058455,-6.7304692
nevada,32,NV,2015,2.8202827,26.683201,9.376646,28.037277,44314,37.953663,27,24,NV,326,243,81,5010.8471322,20914.59497205,25925.441,9.3730326,3.1243441,0,1,1,1,1,0,0,2316056,34262.583,9637.582,.921,0,6.849999999999999,1017534,3128,1220868,2241530,74526,105.5798,29.698111,0,0,2.2382221,3.333535,10.699056,3.6363661,3.1780539,1.0368371,3.2840343,1.9242487,8.5193605,9.9482021,3.3910835,4.6594672,.0093730325,.0031243442,-4.6699185,-5.7685308
new hampshire,33,NH,2015,.8334536,17.457434,1.5028262,3.4099948,54935,40.663288,23.825,23.825,NH,114,101,13,5165.870876675,7927.87088154,13093.742,7.7136083,.99284071,0,1,1,1,0,0,0,1296137,11082.776,5055.575,.695,0,3.391666666666666,535188,2822,684136,1222146,73991,105.86095,48.290066,0,0,.40734747,1.2267108,10.913906,3.7053256,3.1707354,-.18217725,2.8597655,1.2213215,8.5498285,8.9781399,3.8772259,4.6621265,.0077136084,.00099284074,-4.864769,-6.9149404
new jersey,34,NJ,2015,1.2798597,16.264879,14.91358,19.413872,60551,39.090855,13.5,10.5,NJ,561,371,190,4835.094462450001,70558.32484959999,75393.422,4.9208536,2.5201137,1,0,1,1,1,1,1,5938585,5684.05,33380.50999999999,.914,1,5.7,2918603,24360,2843150,5786113,152472,87.434341,513.47241,0,1,2.7022722,2.9659879,11.011241,3.6658885,2.3513753,.24675043,2.7890081,1.7404661,8.4836559,11.164195,6.2411962,4.4708881,.0049208538,.0025201137,-5.3142734,-5.9834514
new mexico,35,NM,2015,2.049773,36.973606,2.4825473,48.32793,38211,38.16349,21,17,NM,298,237,61,15532.19353193,11903.224849815,27435.418,8.6384687,2.2234035,0,1,1,1,0,1,0,1823445,60712.33900000001,8356.434000000001,.9330000000000001,0,6.600000000000001,667947,6239,1086011,1760197,63248,79.93206,11.001833,1,0,.90928519,3.8780096,10.550879,3.6418793,2.8332133,.71772903,3.6102042,1.8870697,9.6506701,9.3845644,2.398062,4.3811769,.0086384686,.0022234034,-4.7515302,-6.108716
new york,36,NY,2015,1.5467429,16.040228,17.594381,18.641953,58743,38.896969,24.05,25.85,NY,1136,782,353,24759.79479,96938.8446157,121698.64,6.4257088,2.9006076,1,0,1,1,0,1,0,10638765,64397.55,49966.37,.922,0,5.233333333333333,4868521,30620,5384766,10283907,354858,97.435959,75.601028,1,0,2.8675797,2.9254146,10.980927,3.6609163,3.2523105,.43615139,2.7750998,1.6550484,10.116977,11.481835,4.32547,4.5791955,.006425709,.0029006077,-5.0474482,-5.8428349
north carolina,37,NC,2015,1.1974746,27.500591,22.192774,8.9705238,41778,38.396477,36.25,36.25,NC,1379,1167,211,37633.05601032999,74245.51277313,111878.57,10.430952,1.8859733,0,1,1,1,0,1,1,7928973,65502.003,40831.629,.899,0,5.658333333333334,3439151,31770,4269130,7740051,188922,84.227623,52.504517,1,0,3.0997667,2.193944,10.640125,3.6479657,3.5904393,.18021484,3.3142076,1.7331294,10.535638,11.215133,3.9608991,4.4335227,.010430953,.0018859734,-4.5629778,-6.2733111
north dakota,38,ND,2015,.67906153,21.164524,2.5927255,3.493674,54503,37.115795,23,23,ND,131,123,8,7291.254076115,2744.962764085,10036.217,12.255614,.79711312,0,1,1,1,1,0,0,890803,85003.189,2125.222,.804,0,2.783333333333333,247404,2819,601572,851795,39008,116.41325,2.910526,0,0,.95270962,1.2509539,10.906011,3.6140425,3.1354942,-.38704354,3.0523264,1.0236492,8.8944311,7.9175229,1.0683339,4.7571464,.012255615,.00079711311,-4.4017711,-7.1345139
ohio,39,OH,2015,1.5674103,25.877384,12.749396,3.5859294,44641,39.067005,28,28,OH,1110,966,143,33782.7717984,79889.73339824501,113672.51,8.4980974,1.2579999,0,1,1,1,1,0,0,10557323,75491.863,47433.788,.839,0,4.95,4738800,36946,5376621,10152367,404956,99.903473,62.772327,0,0,2.5454838,1.2770177,10.706408,3.6652782,3.3322046,.4494248,3.2533693,1.5993875,10.427706,11.288403,4.1395144,4.6042047,.0084980978,.0012579999,-4.7679129,-6.6782322
oklahoma,40,OK,2015,1.3008336,28.859179,7.704504,10.147147,44785,37.38533,14,17,OK,645,569,76,21169.1210047,26543.87920415,47713,11.925471,1.5928572,0,1,1,1,1,1,0,2988512,94789.57000000001,17921.73,.845,1,4.291666666666667,1156606,3205,1699608,2859419,129093,64.536514,12.201828,0,1,2.041805,2.3171926,10.709628,3.6212783,2.8332133,.26300529,3.3624282,1.4566752,9.9602985,10.186555,2.5015857,4.1672311,.011925471,.0015928573,-4.4290786,-6.4422259
oregon,41,OR,2015,.95259911,29.46629,2.0817003,12.580557,44693,39.344925,30,30,OR,446,364,82,14303.1006415,21695.4038955,35998.504,10.111531,2.2778723,1,0,1,1,0,1,0,3607482,58641.32000000001,14902.4,.955,0,5.466666666666668,1432905,16004,2030265,3479174,128308,96.152634,24.435074,1,0,.73318505,2.5321524,10.707572,3.6723671,3.4011974,-.048561126,3.3832469,1.6986691,9.5682316,9.9848557,3.1960196,4.565937,.010111531,.0022778723,-4.594079,-6.0845137
pennsylvania,42,PA,2015,1.4033194,18.128096,11.717092,6.8047695,50352,40.081791,64.2,50.5,PA,1200,1030,170,35395.12283198,65549.93734658499,100945.06,10.203569,1.6840843,1,0,1,1,1,0,0,10598694,72491.788,47598.809,.827,0,5.391666666666667,4680498,55117,5469689,10205304,393390,98.332253,64.565903,0,0,2.4610486,1.9176238,10.826794,3.690922,3.9219732,.3388404,2.8974631,1.6848545,10.474329,11.090568,4.1676865,4.5883522,.010203569,.0016840843,-4.5850177,-6.3865333
rhode island,44,RI,2015,.98835742,18.974758,7.9080434,14.581327,49625,39.738281,33,33,RI,45,37,8,887.7033325149999,6944.858083775,7832.5615,4.7238698,1.0213772,1,0,1,1,1,1,0,875097,1360.533,4685.639000000001,.867,1,6.024999999999999,447356,2177,393813,843346,31751,95.473854,328.80936,0,1,2.0678804,2.6797419,10.81225,3.6823149,3.4965076,-.01171088,2.9431095,1.7959175,6.7886376,8.8457565,5.7954783,4.5588522,.0047238697,.0010213772,-5.3551269,-6.8866034
south carolina,45,SC,2015,1.3535136,32.933044,27.637875,5.4156184,39698,38.945766,16,16,SC,979,838,140,23610.28975567,28115.75872832,51726.047,16.200735,2.7065668,0,1,1,1,1,1,0,4162651,57680.726,18569.167,.916,1,5.900000000000001,1784004,17690,2244716,4046410,116241,96.073456,30.928946,0,1,3.3191872,1.6892871,10.589056,3.6621702,2.7725887,.30270389,3.4944766,1.7749523,10.069438,10.244085,3.4316926,4.5651131,.016200734,.0027065668,-4.1226988,-5.9120741
south dakota,46,SD,2015,.86549425,19.429939,1.853713,3.6238844,49040,37.926491,28,28,SD,134,127,7,6511.83366121,2812.519670705,9324.3535,13.620247,.75072229,0,1,1,1,1,0,0,1082289,79193.478,3382.637,.736,0,3.050000000000001,328797,2840,654733,986370,95919,97.201385,4.1518192,0,0,.61719066,1.2875465,10.800391,3.6356499,3.3322046,-.14445455,2.9668152,1.1151416,8.7813768,7.9418359,1.4235466,4.5767851,.013620247,.00075072231,-4.2961979,-7.1944747
tennessee,47,TN,2015,1.5993215,29.3617,17.090818,5.1163898,42648,38.584351,17,20,TN,962,844,118,25466.9197804,51203.39862485,76670.32,11.008171,1.5390571,0,1,1,1,1,1,0,5612123,64335.70999999999,31300.931,.862,1,5.566666666666666,2318324,26208,3101331,5445863,166260,74.065659,36.034794,0,1,2.8385413,1.632449,10.660736,3.6528468,2.9957323,.46957946,3.3796911,1.7167964,10.145136,10.843561,3.5844851,4.3049521,.011008171,.0015390571,-4.5091176,-6.4765854
texas,48,TX,2015,1.6564058,28.313217,12.57298,38.794659,47345,35.414825,20,20,TX,3582,2967,614,68889.45168334999,189232.8574885,258122.31,11.494551,2.3787172,0,1,1,1,0,1,0,21864841,205222.479,108373.034,.905,0,4.483333333333333,8451039,66980,12959673,21477692,387149,77.98101,41.17989,1,0,2.5315502,3.6582825,10.765217,3.5671306,2.9957323,.50465006,3.3433287,1.5003668,11.140259,12.150734,3.7179501,4.3564653,.011494551,.0023787173,-4.4658823,-6.041194
utah,49,UT,2015,1.0097069,29.799871,1.3081063,13.55934,40668,32.831284,24.5,24.5,UT,278,224,54,8287.082525899999,21316.580967835,29603.664,7.5666308,1.8240985,0,1,1,1,1,1,0,2229193,35246.469,11052.129,.872,1,3.508333333333333,919013,5985,1225362,2150360,78833,83.152573,26.073902,0,1,.26858053,2.6070757,10.613196,3.4913819,3.198673,.0096600456,3.3945041,1.2551411,9.0224533,9.9672403,3.2609348,4.4206772,.0075666308,.0018240985,-4.8840075,-6.3066692
vermont,50,VT,2015,.39454222,14.066149,1.2407919,1.7919177,49662,40.94381,31,19.2,VT,57,48,9,5198.7167006,2115.125151,7313.8418,6.5628982,1.2305434,1,0,1,1,1,0,0,655347,12790.896,1461.523,.85,0,3.533333333333334,252859,1170,370267,624296,31051,173.01062,19.768669,0,0,.21574982,.5832864,10.812995,3.7122006,2.9549103,-.93002915,2.6437712,1.2622417,8.5561666,7.6568694,2.9840984,5.1533532,.0065628979,.0012305434,-5.0263228,-6.7002993
virginia,51,VA,2015,.85458738,18.665171,19.766596,8.8844042,52379,38.164185,20.2,16.2,VA,754,661,92,23601.514298175,59023.01334061499,82624.531,8.0000458,1.1134708,0,1,1,1,1,0,0,7238905,47272.68199999999,27788.587,.8090000000000001,0,4.366666666666666,3270479,32999,3742587,7046065,192840,117.69144,69.183273,0,0,2.9839935,2.1842973,10.866261,3.6418974,2.7850113,-.15713653,2.9266593,1.474,10.069066,10.985682,4.2367592,4.7680664,.008000046,.0011134708,-4.8283081,-6.8002734
washington,53,WA,2015,1.1666095,34.638332,4.0630016,12.267166,53180,38.132832,44.5,44.5,WA,551,451,100,16514.46247955,43138.041760795,59652.504,7.5604539,1.6763755,0,1,1,1,1,1,0,6725467,56305.46399999999,24032.798,.946,1,5.433333333333333,2841248,21823,3626011,6489082,236385,118.22377,50.461319,0,1,1.401922,2.5069263,10.881437,3.6410756,3.7954891,.1541017,3.544961,1.6925528,9.7119923,10.67216,3.9212072,4.7725792,.0075604538,.0016763755,-4.8848243,-6.3911214
west virginia,54,WV,2015,.81447709,20.199791,3.5451021,1.5023339,37529,40.843185,34.6,34.6,WV,268,248,20,9722.336712625001,10104.306254045,19826.643,12.508421,1.0087436,0,1,1,1,1,1,0,1613345,31626.715,7143.285,.89,1,6.583333333333333,566215,3281,985083,1554579,58766,79.26535,17.903061,0,1,1.2655669,.40701982,10.532869,3.7097399,3.5438538,-.20520899,3.0056722,1.8845412,9.1821814,9.2207174,2.8849716,4.3728013,.012508421,.0010087437,-4.3813534,-6.8990498
wisconsin,55,WI,2015,1.2565546,19.73962,6.630589,6.5774388,46800,39.024853,30.9,30.9,WI,566,493,73,32119.76873286,29953.599484675,62073.367,7.9422145,1.1760277,0,1,1,1,1,1,0,5466581,91715.85000000001,23655.874,.858,1,4.425,2189332,14095,2938122,5141549,325032,92.549194,23.870813,0,1,1.8916936,1.8836454,10.753638,3.6641986,3.4307561,.22837353,2.9826279,1.4872702,10.377227,10.307405,3.1726565,4.5277405,.0079422146,.0011760277,-4.8355632,-6.7456131
wyoming,56,WY,2015,.42313093,19.025536,1.2449074,9.7912817,57576,37.831276,24,24,WY,145,140,5,6652.37272393,2944.663540815,9597.0361,14.587837,.52099419,0,1,1,1,1,0,0,814989,26010.266,2931.419,.798,0,4.208333333333333,206884,1454,575641,783979,31010,70.574692,7.9539366,0,0,.21906114,2.2814925,10.960861,3.6331363,3.1780539,-.86007363,2.9457819,1.4370667,8.8027287,7.9877501,2.073667,4.2566714,.014587837,.00052099419,-4.2275672,-7.5597715
alabama,1,AL,2016,1.3320173,29.478338,26.783094,4.1847825,39525,38.921848,19,18,AL,1083,958,124,29135.238563726,40091.732241738,69226.969,13.838537,1.7912095,0,1,1,1,1,1,0,5468301,74690.65600000002,27284.704,.92,1,5.908333333333334,2284443,6238,3067917,5358598,109703,83.726143,30.585392,0,1,3.287771,1.4314548,10.584688,3.6615558,2.8903718,.28669456,3.3836558,1.7763637,10.279704,10.598926,3.4205225,4.4275513,.013838537,.0017912094,-4.2802982,-6.3248644
alaska,2,AK,2016,2.2361686,33.530396,3.6871698,6.9804401,56341,35.410606,8,8,AK,84,71,13,2238.11466457,3020.441153236,5258.5557,13.501806,2.4721618,1,0,1,1,1,1,0,794614,12710.407,2817.662,.885,1,6.600000000000001,183259,8119,571287,762665,31949,65.039383,14.418028,0,1,1.3048592,1.943112,10.939178,3.5670114,2.0794415,.80476397,3.5124524,1.8870697,7.7133889,8.0131578,2.6684794,4.174993,.013501806,.0024721618,-4.3049316,-6.0026622
arizona,4,AZ,2016,1.426475,29.783564,4.9337149,31.061533,40618,38.354816,26,18,AZ,952,728,224,15708.162047078,50077.56799099001,65785.727,11.06623,3.404994,0,1,1,1,1,0,0,5786891,39685.614,26349.437,.88,0,5.483333333333333,2377962,9016,3233330,5620308,166583,90.247162,59.920002,0,0,1.5960922,3.4359701,10.611966,3.6468801,2.8903718,.3552064,3.3939567,1.7017132,9.6619358,10.821328,4.0930104,4.502552,.01106623,.003404994,-4.5038571,-5.6825123
arkansas,5,AR,2016,1.2987543,32.685707,15.707021,7.2993813,40720,38.504433,22.5,21.5,AR,561,507,53,17226.742200972,18528.054694428,35754.797,14.179915,1.4823186,0,1,1,1,1,1,0,2808138,85485.24900000001,17130.828,.751,1,3.983333333333333,942604,11931,1762765,2717300,90838,55.023842,11.02651,0,1,2.7541077,1.9877896,10.614474,3.6507733,3.068053,.26140559,3.486938,1.3821189,9.7542181,9.8270416,2.4003024,4.0077667,.014179915,.0014823186,-4.2559285,-6.5141478
california,6,CA,2016,1.7036426,25.530436,6.4865694,38.703232,56667,37.310677,13,30,CA,3837,2711,1123,52994.979049912,287119.957711676,340114.94,7.9708347,3.301825,0,1,1,1,1,1,0,30221033,76012.64899999999,104787.345,.965,1,5.516666666666667,14768392,98622,14511913,29378927,842106,140.93678,194.2886,0,1,1.8697338,3.6559231,10.944947,3.6192796,3.4011974,.53276867,3.2398713,1.7077738,10.877953,12.567656,5.2693448,4.9483113,.0079708351,.0033018251,-4.8319659,-5.7132797
colorado,8,CO,2016,1.1462771,27.407051,4.5154591,21.336981,52251,37.475044,20.5,22,CO,608,508,100,15277.25530752,36874.35580698,52151.609,9.7408304,1.9174863,0,1,1,1,1,0,0,5116341,68257.92,20569.735,.84,0,3.133333333333333,1807777,12771,3105201,4925749,190592,87.885284,26.484501,0,0,1.5075068,3.0604417,10.863814,3.6236751,3.0910425,.13651936,3.3108003,1.1420974,9.63412,10.515271,3.2765596,4.4760323,.0097408304,.0019174863,-4.6314287,-6.2567401
connecticut,9,CT,2016,.93444562,18.080488,11.733127,15.606523,69215,40.019802,50.3,25,CT,304,235,69,3160.9608706,28477.608133,31638.568,7.4276433,2.1808825,1,0,1,1,0,1,0,2841842,5689.070000000001,15841.76,.894,0,4.866666666666667,1352381,12587,1390343,2755311,86531,85.368103,237.71565,1,0,2.4624162,2.747689,11.144973,3.6893744,3.2188759,-.067801848,2.8948333,1.5824093,8.0586309,10.256873,5.4710751,4.4469724,.0074276435,.0021808825,-4.9025464,-6.1280255
delaware,10,DE,2016,1.7183701,27.659876,22.674789,9.0062094,48890,39.925377,22,23,DE,119,90,29,3000.01628978,7177.568938940001,10177.585,8.8429623,2.8493989,1,0,1,1,1,1,0,1003840,2993.94,3433.24,.914,1,4.524999999999999,447007,4288,524387,975682,28158,130.19975,149.30392,0,1,3.1212537,2.1979144,10.797328,3.6870122,3.1354942,.54137623,3.3199828,1.5096176,8.0063734,8.8787165,5.0059838,4.8690701,.0088429619,.0028493989,-4.7281332,-5.8606472
district of columbia,11,DC,2016,5.9016104,48.029125,47.789337,10.821931,76623,36.637207,23.5,23.5,DC,27,18,9,0,3621.95929807,3621.9592,4.969686,2.484843,0,0,1,1,1,1,0,337100,0,1508.737,.9409999999999999,1,6.233333333333333,206833,4682,121149,332664,4436,137.09016,0,0,1,3.8668025,2.3815746,11.246653,3.6010642,3.1570003,1.7752253,3.8718076,1.8299112,0,8.1947708,0,4.920639,.0049696858,.0024848429,-5.3043985,-5.9975457
florida,12,FL,2016,1.3008649,26.867853,16.889568,24.942667,46253,41.215202,17.3,17.3,FL,3176,2359,817,35072.492738616,180478.256609546,215550.75,10.944058,3.7902906,0,1,1,1,1,1,0,16600317,36439.864,86295.924,.896,1,4.916666666666667,7855250,59808,8102611,16017669,582648,91.026894,215.56749,0,1,2.8266962,3.2165799,10.741881,3.7188072,2.8507066,.26302937,3.2909305,1.5926307,10.465173,12.103366,5.3732738,4.5111551,.010944058,.0037902906,-4.5149584,-5.5753126
georgia,13,GA,2016,1.4949995,30.044506,32.051361,9.3389769,43074,36.979,29,26,GA,1556,1293,263,30044.203253882,92757.98262692799,122802.19,10.529128,2.1416557,0,1,1,1,1,1,0,8239779,75977.696,52257.491,.972,1,5.466666666666666,3538180,37487,4461721,8037388,202391,67.706657,46.568668,0,1,3.4673398,2.2341967,10.670675,3.6103501,3.2580965,.4021259,3.4026799,1.6986691,10.310425,11.437749,3.8409281,4.2151847,.010529128,.0021416557,-4.5536098,-6.1461759
hawaii,15,HI,2016,1.0332104,29.927402,2.1247337,10.494967,50089,39.452415,16,16,HI,120,88,32,1818.67421035,8816.754232726002,10635.429,8.2742319,3.0088115,0,0,1,1,0,1,0,1231728,1665.97,2802.586,.945,0,2.891666666666667,516544,3069,680969,1200582,31146,184.30978,310.056,1,0,.75364649,2.3508956,10.821557,3.6750953,2.7725887,.032670844,3.3987746,1.061833,7.5058632,9.0844088,5.736753,5.2166181,.008274232,.0030088115,-4.7946091,-5.80621
idaho,16,ID,2016,.46995497,17.441805,.84244043,12.398726,40385,37.143234,32,33,ID,253,229,23,9907.05633438,7291.659022409999,17198.715,13.314948,1.3373092,0,1,1,1,1,0,0,1842245,45185.036,6156.751,.829,0,3.675,607902,3877,1164527,1776306,65939,98.737465,13.453613,0,0,-.17145233,2.5175936,10.606214,3.6147816,3.4965076,-.75511843,2.8588698,1.3015531,9.2010021,8.8944864,2.5992477,4.5924644,.013314948,.0013373093,-4.3188682,-6.6170955
illinois,17,IL,2016,1.7588511,20.490192,14.696582,16.853252,52543,38.30294,21.5,19,IL,1078,904,173,25544.07906216,81770.02365188001,107314.1,8.4238701,1.6120901,0,1,1,1,1,1,0,10277182,96200.86,49691.58,.93,1,5.883333333333334,4524709,34936,5402730,9962375,314807,91.055847,47.033978,0,1,2.6876149,2.8245437,10.869388,3.6455266,2.9444389,.56466079,3.0199463,1.7721235,10.148161,11.311666,3.8508704,4.5114732,.0084238704,.0016120902,-4.7766857,-6.4302239
indiana,18,IN,2016,1.4503125,25.894411,9.7063112,6.7614174,43780,38.063457,16,18,IN,829,723,106,32505.682711572,50677.092965874,83182.773,8.6917038,1.2743024,0,1,1,1,1,1,0,6140530,66405.84600000001,30210.062,.924,1,4.366666666666667,2330172,20727,3566028,5916927,223603,77.132317,35.089863,0,1,2.2727764,1.9112326,10.686933,3.6392548,2.8903718,.37177905,3.2540271,1.474,10.389171,10.833229,3.5579123,4.3455224,.0086917039,.0012743024,-4.7453861,-6.6653566
iowa,19,IA,2016,.68300152,20.860416,3.7102525,5.8718691,46531,38.708191,32.5,31.7,IA,402,371,31,19624.935092742,13712.03693697,33336.973,11.128785,.9298985,0,1,1,1,0,1,0,3676290,102143.682,12593.885,.9379999999999999,0,3.575000000000001,1303131,9174,2171551,3483856,192434,103.47331,12.757823,1,0,1.3110999,1.770173,10.747874,3.6560512,3.4563167,-.38125819,3.0378535,1.2739651,9.8845558,9.5260296,2.5461447,4.6393137,.011128785,.00092989852,-4.4982204,-6.9804349
kansas,20,KS,2016,.94693029,26.955353,6.1702857,11.707989,47557,37.59103,26,24,KS,429,383,46,15216.907245996,16885.70246728,32102.609,11.930494,1.4329053,0,1,1,1,1,1,1,2649736,127819.344,14227.471,.87,1,4.016666666666667,980359,5575,1567555,2553489,96247,68.906059,7.6698799,0,1,1.8197452,2.4602714,10.769684,3.6267655,3.1780539,-.054529801,3.2941818,1.3904524,9.6301622,9.7342224,2.0373011,4.2327442,.011930495,.0014329053,-4.4286575,-6.5480514
kentucky,21,KY,2016,1.0824945,21.897356,8.2683945,3.5688081,39905,38.699356,21.6,24.6,KY,834,740,94,26354.111807556,22958.606189592,49312.719,15.00627,1.906202,0,1,1,1,1,1,0,4224788,64877.29500000001,15064.323,.865,1,5.033333333333334,1713590,10559,2393991,4118140,106648,113.75154,26.412785,0,1,2.1124403,1.2722317,10.594257,3.655823,3.2027464,.079268098,3.0863659,1.6160824,10.179379,10.041449,3.2738481,4.7340164,.01500627,.0019062019,-4.1992869,-6.2626424
louisiana,22,LA,2016,1.5930227,32.976723,32.63134,5.0094995,42763,37.655296,20,20,LA,757,607,150,18939.253277926,30216.35969175401,49155.613,12.348538,3.0515335,0,1,1,1,1,1,0,3904962,43801.3,17609.927,.878,1,6.066666666666667,1425349,29188,2336826,3791363,113599,80.940086,32.541248,0,1,3.4852731,1.611336,10.663428,3.6284735,2.9957323,.46563327,3.4958019,1.8028094,9.8489923,10.316139,3.4825084,4.3937092,.012348538,.0030515334,-4.3942175,-5.7921109
maine,23,ME,2016,.44011208,16.456888,1.5394626,1.6005578,45003,42.193344,31.2,30,ME,160,139,21,10019.93785308,4818.319669779999,14838.258,9.3676767,1.4152604,0,1,1,1,1,1,0,1107674,19423.95,3474.41,.858,1,3.775,409229,4349,641722,1055300,52374,117.78374,21.06827,0,1,.43143338,.4703522,10.714484,3.7422626,3.4011974,-.82072586,2.8007441,1.3284004,9.2123318,8.4801807,3.0477681,4.7688503,.0093676765,.0014152605,-4.6704903,-6.5604415
maryland,24,MD,2016,2.0005162,22.844879,30.700544,9.6945333,58329,38.560547,33.35,33.5,MD,522,395,127,10670.53004505,48466.797113112,59137.328,6.6793685,2.1475437,0,1,1,1,1,1,1,4178873,13522.937,18624.45,.908,1,4.291666666666667,1976021,22801,2056115,4054937,123936,106.09822,146.12366,0,1,3.4242804,2.2715621,10.973855,3.6522295,3.5115454,.69340521,3.128727,1.4566752,9.2752409,10.788634,4.9844532,4.6643653,.0066793687,.0021475437,-5.0087318,-6.1434307
massachusetts,25,MA,2016,1.0409909,15.611047,8.6589241,11.445246,65060,39.505112,24,24,MA,387,296,89,3491.896674506001,58332.954672816,61824.852,4.7877188,1.4395505,1,0,1,1,1,0,0,5069559,6507.352999999999,30099.953,.782,0,4.041666666666666,2305471,11779,2584480,4901730,167829,76.593842,354.28708,0,0,2.1585906,2.4375744,11.083065,3.67643,3.1780539,.040173095,2.7479787,1.3966571,8.1582003,10.973923,5.8701077,4.3385167,.0047877189,.0014395505,-5.341701,-6.5434241
michigan,26,MI,2016,1.292467,19.09894,14.147271,5.0117254,44809,39.355598,15,19,MI,1065,861,204,29912.740256124,69519.79783510001,99432.539,8.6591368,2.0516422,1,0,1,1,1,1,0,8332895,84153.098,37961.709,.945,1,5.008333333333334,3248359,8656,4819229,8076244,256651,85.569359,38.600586,0,1,2.6495218,1.6117803,10.710164,3.6726382,2.9444389,.25655279,2.9496329,1.6111032,10.30604,11.149366,3.6532674,4.4493275,.0086591365,.0020516422,-4.7491403,-6.1891146
minnesota,27,MN,2016,1.0072551,21.332794,6.3914747,5.2749505,52890,38.374401,28.5,28.5,MN,392,325,67,24077.291212462,34951.510480284,59028.801,5.5057869,1.1350392,0,1,1,1,1,1,0,5358317,116669.853,22124.547,.9320000000000001,1,3.874999999999999,2081723,19179,3028038,5128940,229377,94.091103,17.842854,0,1,1.854965,1.6629694,10.87597,3.6473906,3.3499041,.0072288858,3.0602455,1.3545457,10.089025,10.461717,2.881603,4.5442634,.0055057867,.0011350393,-5.2019558,-6.7810879
mississippi,28,MS,2016,1.1844512,27.68136,37.735199,3.095772,35946,37.820866,18.4,18.4,MS,687,624,63,22873.87320895,17880.835653762,40754.707,15.311115,1.5458337,0,1,1,1,1,1,0,2067222,64070.186,12956.856,.779,1,5.966666666666666,840737,8088,1190158,2038983,28239,64.887421,13.122126,0,1,3.6305933,1.1300373,10.489773,3.6328609,2.9123507,.16927956,3.3207593,1.7861885,10.03775,9.7914848,2.5742998,4.1726537,.015311115,.0015458337,-4.1791763,-6.4721918
missouri,29,MO,2016,1.4756278,27.990973,11.821123,4.0863619,44424,38.886806,17,17,MO,947,839,108,30370.440328194,43648.13613513,74018.578,11.334992,1.4590931,0,1,1,1,1,0,0,5684525,107425.819,24381.646,.8139999999999999,0,4.550000000000001,2247914,27569,3255462,5530945,153580,92.196976,20.925268,0,0,2.469888,1.407655,10.701535,3.660655,2.8332133,.3890835,3.331882,1.5151272,10.321225,10.683916,3.0409575,4.5239272,.011334992,.0014590931,-4.4798608,-6.5299401
